Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
machine-oils-mobile-two-top-two-scent-bundle,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/2283815e-973e-42b5-8d07-569140f7b292/whiff+car+aluminum.jpg,4,[Machine & Oils] Mobile Two & Top Two Scent Bundle - Image 4,,,,,,,,,,,,,,,,,,,,
oils-top-two-designer-scent-bundle,[Oils] Top Two Designer Scent Bundle,"<p ><strong>Don’t stress selecting the best scent (they’re all amazing!). Instead, allow us to pick for you based on popular scents from the collection.</strong></p><p >Indulge in fragrance luxury with Whiffed Aromas <a href=""/substances-oils/designer-inspired-collection""><strong>Designer</strong>-Inspired Collection</a> — where scents from your favorite designer meets everyday ambiance elegance. Each oil in our curated lineup captures the essence of high-end designer perfumes. Potent, IFRA-certified, and crafted with clean, high-quality ingredients — no synthetic fillers, just authentic aromatic artistry.</p><p >From woodsy &amp; musky whispers to vibrant citrus or lush florals — there’s a scent to match your mood, your space, or your style. Every blend is designed to diffuse beautifully through any Whiffed Aromas machine, creating an immersive, upscale atmosphere in your home, office, car, or beyond.</p><p ><strong>Let us help you decide which bottle size to select based on the Whiff Maker [Diffuser] model.</strong></p><ul ><li><p ><strong>10ml: </strong>Perfect size for <a href=""/machines-diffusers/p/mobile-one"">Mobile One</a> or <a href=""/machines-diffusers/p/mobile-two"">Mobile Two</a></p></li><li><p ><strong>150ml: </strong>Works for either <a href=""/machines-diffusers/p/fusion-200"">Fusion 200</a> (200ml) or <a href=""/machines-diffusers/p/twosome"">Twosome</a> (100ml).</p></li><li><p ><strong>500ml: </strong>Fills up <a href=""/machines-diffusers/p/fusion-500"">Fusion 500</a> (500ml) and <a href=""/machines-diffusers/p/polymer-one"">Polymer One</a> (400ml) to satisfaction, with more left for later.</p></li></ul><p >View a complete list of all machines <a href=""/machines-by-space-size"">here</a>.</p>",Whiffed Aromas,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Fragrance Oil,,TRUE,Size,10ml,,,,,BDL-OIL-DSN10,,shopify,999,deny,manual,49.98,29.98,TRUE,TRUE,,,,,FALSE,[Oils] Top Two Designer Scent Bundle,,,unisex,adult,BDL-OIL-DSN10,new,TRUE,,ml,,,TRUE,,,TRUE,,,active
oils-top-two-designer-scent-bundle,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/1754602101123-B24CAE08EGCXOP66MD4U/391E3993-4F5D-4ACC-9ED0-2E6AA9BD44B6.jpeg,1,[Oils] Top Two Designer Scent Bundle - Image 1,,,,,,,,,,,,,,,,,,,,
oils-top-two-designer-scent-bundle,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/338da517-e193-49cc-8c51-19c32af3caf2/sweet+on+arrival+bottle.jpeg,2,[Oils] Top Two Designer Scent Bundle - Image 2,,,,,,,,,,,,,,,,,,,,
oils-top-two-designer-scent-bundle,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/a8f6a1d1-bfdc-484e-a6b2-cfc24903504e/glacial+intent+bottle.jpeg,3,[Oils] Top Two Designer Scent Bundle - Image 3,,,,,,,,,,,,,,,,,,,,
oils-top-two-designer-scent-bundle,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/14634ab4-e406-4142-a6e5-707b82feffa5/peel+me+later+bottle.jpeg,4,[Oils] Top Two Designer Scent Bundle - Image 4,,,,,,,,,,,,,,,,,,,,
oils-top-two-designer-scent-bundle,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/0db66cd7-d398-4490-bcd4-5e829441f792/big+d+bottle.jpeg,5,[Oils] Top Two Designer Scent Bundle - Image 5,,,,,,,,,,,,,,,,,,,,
oils-top-two-designer-scent-bundle,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/cb379d22-25c2-47cb-ad8c-dd9808c5c8c4/the+influencer+bottle.jpeg,6,[Oils] Top Two Designer Scent Bundle - Image 6,,,,,,,,,,,,,,,,,,,,
oils-top-two-gilded-exotics-scent-bundle,[Oils] Top Two Gilded Exotics Scent Bundle,"<p ><strong>Don’t stress selecting the best scent (they’re all amazing!). Instead, allow us to pick for you based on popular scents from the collection.</strong></p><p >Step into an elevated world of scent with the <a href=""/gilded-exotics""><strong>Gilded Exotics Collection</strong></a>, exclusively from Whiffed Aromas. These are not just fragrance oils—they’re luxury perfume oils sourced from Switzerland, masterfully reformulated in the Emirates for the air. Every note is thoughtfully reimagined to bring you designer-level sophistication, refined richness, and bold aroma — without compromise.</p><p >Each scent in the Gilded Exotics line is tailored to work seamlessly with any Whiffed Aromas diffuser. Whether you favor deep woody musk, radiant florals, or something daringly exotic, this collection delivers. Expect clarity in the high notes, fullness in the heart, and a lasting finish that transforms your space into something unforgettable.</p><p >Because you deserve to smell exceptional—your environment should keep up and let your space tell your story.</p><p ><strong>Let us help you decide which bottle size to select based on the Whiff Maker [Diffuser] model.</strong></p><ul ><li><p ><strong>10ml: </strong>Perfect size for <a href=""/machines-diffusers/p/mobile-one"">Mobile One</a> or <a href=""/machines-diffusers/p/mobile-two"">Mobile Two</a></p></li><li><p ><strong>150ml: </strong>Works for either <a href=""/machines-diffusers/p/fusion-200"">Fusion 200</a> (200ml) or <a href=""/machines-diffusers/p/twosome"">Twosome</a> (100ml).</p></li><li><p ><strong>500ml: </strong>Fills up <a href=""/machines-diffusers/p/fusion-500"">Fusion 500</a> (500ml) and <a href=""/machines-diffusers/p/polymer-one"">Polymer One</a> (400ml) to satisfaction, with more left for later.</p></li></ul><p >View a complete list of all machines <a href=""/machines-by-space-size"">here</a>.</p>",Whiffed Aromas,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Fragrance Oil,,TRUE,Size,10ml,,,,,BDL-OIL-GLD10,,shopify,999,deny,manual,49.98,29.98,TRUE,TRUE,,,,,FALSE,[Oils] Top Two Gilded Exotics Scent Bundle,,,unisex,adult,BDL-OIL-GLD10,new,TRUE,,ml,,,TRUE,,,TRUE,,,active
oils-top-two-gilded-exotics-scent-bundle,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/5df14280-9504-46d9-b008-1d9f9b97f108/velvet+vice+bottle.jpeg,1,[Oils] Top Two Gilded Exotics Scent Bundle - Image 1,,,,,,,,,,,,,,,,,,,,
oils-top-two-gilded-exotics-scent-bundle,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/b79fa117-1635-4e0e-af85-f8b02508882d/musk+have+it+bottle.jpeg,2,[Oils] Top Two Gilded Exotics Scent Bundle - Image 2,,,,,,,,,,,,,,,,,,,,
oils-top-two-gilded-exotics-scent-bundle,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/c8ec1788-6fcd-4474-98a7-e845bb78d690/saint+%26+sinner+bottle.jpeg,3,[Oils] Top Two Gilded Exotics Scent Bundle - Image 3,,,,,,,,,,,,,,,,,,,,
oils-top-two-gilded-exotics-scent-bundle,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/db199f08-28bd-4fbb-bf13-2f0b340dfe7b/juicy+theory+bottle.jpeg,4,[Oils] Top Two Gilded Exotics Scent Bundle - Image 4,,,,,,,,,,,,,,,,,,,,
oils-top-two-gilded-exotics-scent-bundle,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/eb6fda56-27e6-4d9e-bc48-6614b9484017/On+Par+bottle.jpeg,5,[Oils] Top Two Gilded Exotics Scent Bundle - Image 5,,,,,,,,,,,,,,,,,,,,
oils-top-two-gilded-exotics-scent-bundle,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/c539a070-afeb-4cfb-a2eb-774acc4ab7ff/celestial+mischief+bottle.jpeg,6,[Oils] Top Two Gilded Exotics Scent Bundle - Image 6,,,,,,,,,,,,,,,,,,,,
oils-top-two-hotel-resorts-scent-bundle,[Oils] Top Two Hotel & Resorts Scent Bundle,"<p ><strong>Don’t stress selecting the best scent (they’re all amazing!). Instead, allow us to pick for you based on popular scents from the collection.</strong></p><p >The <a href=""/substances-oils/hotels-and-resorts-collection""><strong>Hotels &amp; Resorts Collection</strong></a> — Designed for the senses, these scents are ideal for those seeking a curated fragrance profile that matches the elegance of resorts and boutique hotels. Whether you’re setting the tone in your lobby, guest room, spa, or simply want to recreate that resort-caliber atmosphere at home, these oils deliver. With options in light, fresh, floral, fruit, woods, musk, leather, and more, you’ll find something to transport you directly to tranquil vistas, ocean breezes, or golden hour in lush gardens. </p><p ><strong>Let us help you decide which bottle size to select based on the Whiff Maker [Diffuser] model.</strong></p><ul ><li><p ><strong>10ml: </strong>Perfect size for <a href=""/machines-diffusers/p/mobile-one"">Mobile One</a> or <a href=""/machines-diffusers/p/mobile-two"">Mobile Two</a></p></li><li><p ><strong>150ml: </strong>Works for either <a href=""/machines-diffusers/p/fusion-200"">Fusion 200</a> (200ml) or <a href=""/machines-diffusers/p/twosome"">Twosome</a> (100ml).</p></li><li><p ><strong>500ml: </strong>Fills up <a href=""/machines-diffusers/p/fusion-500"">Fusion 500</a> (500ml) and <a href=""/machines-diffusers/p/polymer-one"">Polymer One</a> (400ml) to satisfaction, with more left for later.</p></li></ul><p >View a complete list of all machines <a href=""/machines-by-space-size"">here</a>.</p>",Whiffed Aromas,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Fragrance Oil,,TRUE,Size,10ml,,,,,SQ4003257,,shopify,999,deny,manual,49.98,29.98,TRUE,TRUE,,,,,FALSE,[Oils] Top Two Hotel & Resorts Scent Bundle,,,unisex,adult,SQ4003257,new,TRUE,,ml,,,TRUE,,,TRUE,,,active
oils-top-two-hotel-resorts-scent-bundle,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/fbf00afb-a4c0-4a01-8dde-2f1d4e126a03/zest+%26+the+city+bottle.jpeg,1,[Oils] Top Two Hotel & Resorts Scent Bundle - Image 1,,,,,,,,,,,,,,,,,,,,
oils-top-two-hotel-resorts-scent-bundle,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/39ee9243-19fc-40e2-aa61-a6e70f595df2/citrus+seduction+bottle.jpeg,2,[Oils] Top Two Hotel & Resorts Scent Bundle - Image 2,,,,,,,,,,,,,,,,,,,,
oils-top-two-hotel-resorts-scent-bundle,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/ea8ccaa0-c4bc-47c9-a1da-f605d87708b0/minted+in+manhattan+bottle.jpeg,3,[Oils] Top Two Hotel & Resorts Scent Bundle - Image 3,,,,,,,,,,,,,,,,,,,,
oils-top-two-hotel-resorts-scent-bundle,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/2a94aa88-aa2d-4d81-b5f5-3c061c3b755e/blooking+flirt+bottle.jpeg,4,[Oils] Top Two Hotel & Resorts Scent Bundle - Image 4,,,,,,,,,,,,,,,,,,,,
oils-top-two-hotel-resorts-scent-bundle,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/d2d9eb14-fe75-4d5c-b5c4-ab7171a02d8b/clare%27s+secrets.jpeg,5,[Oils] Top Two Hotel & Resorts Scent Bundle - Image 5,,,,,,,,,,,,,,,,,,,,
oils-top-two-hotel-resorts-scent-bundle,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/deac7590-552a-4484-bece-43ede4549373/team+%26+temptation+bottle.jpeg,6,[Oils] Top Two Hotel & Resorts Scent Bundle - Image 6,,,,,,,,,,,,,,,,,,,,
